Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2022-02-11 15:11:08,false,"McKinney - Easy Run","2.50","392","00:33:56","144","169","--","148","242","13:33","9:33","23","85","0.81","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","03:55.74","5","0.0","--","--","--","--","--","--","--","--","00:33:53","00:33:56","705","770"
Walking,2022-02-11 09:51:07,false,"McKinney Walking","0.45","79","00:13:47","88","114","--","61","122","30:56","15:58","10","13","0.85","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","13:46.81","1","0.0","--","--","--","--","--","--","--","--","00:09:14","00:13:47","686","706"
Running,2022-02-09 14:25:05,false,"McKinney - Long Easy Run","3.65","593","00:50:41","154","178","--","148","180","13:52","9:11","85","92","0.79","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:40.53","6","0.0","--","--","--","--","--","--","--","--","00:50:40","00:50:41","709","779"
Walking,2022-02-08 15:39:41,false,"McKinney Walking","0.78","109","00:15:01","114","126","--","107","129","19:18","14:01","13","20","0.78","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","15:01.39","1","0.0","--","--","--","--","--","--","--","--","00:14:21","00:15:01","736","762"
Running,2022-02-08 15:04:10,false,"McKinney - Easy Run","2.22","321","00:31:30","132","164","--","140","220","14:10","11:16","49","23","0.81","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:30.38","5","0.0","--","--","--","--","--","--","--","--","00:31:19","00:31:30","723","776"
Walking,2022-02-07 13:49:55,false,"McKinney Walking","2.10","294","00:33:02","114","137","--","120","138","15:42","13:15","66","49","0.85","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:14.60","3","0.0","--","--","--","--","--","--","--","--","00:32:52","00:33:02","734","777"
Running,2022-02-06 14:17:18,false,"McKinney - Steady State Run","2.49","385","00:35:00","145","176","--","143","172","14:03","11:38","66","62","0.80","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","05:00.00","4","0.0","--","--","--","--","--","--","--","--","00:35:00","00:35:00","728","772"
Running,2022-02-01 07:33:09,false,"Allen - Easy Run","2.13","310","00:30:04","132","164","--","146","248","14:06","11:27","23","20","0.78","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:03.86","5","0.0","--","--","--","--","--","--","--","--","00:30:03","00:30:04","661","673"
Walking,2022-01-31 11:26:17,false,"McKinney Walking","1.76","325","00:57:36","105","133","--","60","128","32:45","14:27","43","46","0.84","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","17:27.91","2","0.0","--","--","--","--","--","--","--","--","00:30:03","00:57:36","839","889"
Running,2022-01-31 11:15:22,false,"McKinney - Benchmark Run","0.82","108","00:09:00","132","155","--","152","186","10:57","6:57","26","7","0.96","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:00.00","3","0.0","--","--","--","--","--","--","--","--","00:09:00","00:09:00","742","776"
Walking,2022-01-26 11:24:25,false,"McKinney Walking","2.09","283","00:32:07","120","141","--","118","245","15:21","8:33","69","43","0.89","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:32.03","3","0.0","--","--","--","--","--","--","--","--","00:32:07","00:32:07","740","784"
Running,2022-01-21 15:40:03,false,"McKinney Running","3.43","497","00:44:07","140","169","--","140","245","12:53","8:03","118","105","0.90","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","06:24.53","4","0.0","--","--","--","--","--","--","--","--","00:44:05","00:44:07","735","781"
Running,2022-01-19 16:24:11,false,"McKinney Running","2.40","330","00:30:25","132","164","--","138","236","12:39","8:20","66","69","0.92","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","04:46.33","3","0.0","--","--","--","--","--","--","--","--","00:30:24","00:30:25","698","756"
Walking,2022-01-18 14:32:55,false,"McKinney Walking","2.11","288","00:33:54","124","140","--","117","239","16:03","14:06","105","98","0.86","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:54.03","3","0.0","--","--","--","--","--","--","--","--","00:33:52","00:33:54","725","776"
Walking,2022-01-17 14:23:20,false,"McKinney Walking","2.44","338","00:37:58","116","137","--","116","245","15:32","10:39","52","36","0.89","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","07:02.08","3","0.0","--","--","--","--","--","--","--","--","00:37:50","00:37:58","717","775"
Running,2022-01-16 11:02:02,false,"McKinney Running","2.10","289","00:28:11","126","150","--","134","239","13:25","8:29","79","125","0.89","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:35.35","3","0.0","--","--","--","--","--","--","--","--","00:28:10","00:28:11","730","783"
Breathwork,2022-01-15 19:27:00,false,"Coherence","--","--","00:15:34","79","83","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:04.00","177","0.0","5","4","7","-6","41","35","36","48","00:00:00","00:15:34","--","--"
Breathwork,2022-01-15 19:26:38,false,"Coherence","--","--","00:00:06.0","78","79","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:06.01","1","0.0","--","--","--","0","36","36","36","36","00:00:00","00:00:06.0","--","--"
Walking,2022-01-14 11:58:16,false,"Prosper Walking","0.42","58","00:09:10.5","105","117","--","100","109","21:46","16:48","13","--","0.74","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","09:10.45","1","0.0","--","--","--","--","--","--","--","--","00:08:53","00:09:10.5","664","685"
Walking,2022-01-12 12:27:31,false,"McKinney Walking","2.34","323","00:39:13","121","141","--","115","245","16:45","11:30","62","30","0.83","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","06:11.31","3","0.0","--","--","--","--","--","--","--","--","00:38:48","00:39:13","778","843"
Running,2022-01-06 15:21:38,false,"Taubaté - Run Walk Run®","1.87","269","00:26:16","134","168","--","129","180","14:03","7:55","13","20","0.89","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","06:15.56","3","0.0","--","--","--","--","--","--","--","--","00:25:54","00:26:16","1,923","1,938"
Walking,2022-01-05 07:54:00,false,"Taubaté Walking","2.40","332","00:38:20","122","147","--","117","248","15:57","10:39","161","115","0.86","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","06:50.13","3","0.0","--","--","--","--","--","--","--","--","00:38:07","00:38:20","1,896","1,997"
Running,2022-01-03 17:12:41,false,"Taubaté - Benchmark Run","0.77","101","00:09:00","134","165","--","139","236","11:40","7:40","--","--","0.99","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:00.00","3","0.0","--","--","--","--","--","--","--","--","00:09:00","00:09:00","1,917","1,927"
Breathwork,2022-01-01 20:02:50,false,"Tranquility","--","--","00:11:03","95","112","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:03.00","106","0.0","4","4","5","37","0","37","61","93","00:00:00","00:11:03","--","--"
Breathwork,2021-12-31 22:53:20,false,"Tranquility","--","--","00:11:03","78","93","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:03.00","106","0.0","7","4","8","-9","30","21","28","72","00:00:00","00:11:03","--","--"
Running,2021-12-30 08:43:10,false,"Taubaté Running","3.12","542","00:43:10","153","180","--","132","248","13:50","7:54","43","43","0.88","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:14.70","4","0.0","--","--","--","--","--","--","--","--","00:41:58","00:43:10","1,448","1,495"
Walking,2021-12-18 11:21:20,false,"Taubaté Walking","0.80","113","00:19:57","92","105","--","77","123","25:05","16:09","7","13","0.83","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","19:56.81","1","0.0","--","--","--","--","--","--","--","--","00:17:08","00:19:57","1,913","1,932"
Walking,2021-12-15 11:19:24,false,"Ubatuba Walking","0.81","110","00:15:03","118","144","--","118","138","18:30","12:47","30","7","0.74","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","15:02.60","1","0.0","--","--","--","--","--","--","--","--","00:15:03","00:15:03","20","42"
Running,2021-12-15 11:16:21,false,"Ubatuba Running","0.21","31","00:02:47.3","142","150","--","161","172","12:59","11:59","--","--","0.77","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:47.33","1","0.0","--","--","--","--","--","--","--","--","00:02:41","00:02:47.3","8","18"
Pool Swimming,2021-12-15 10:56:36,false,"Pool Swimming","150","41","00:04:49.3","111","122","--","--","--","3:13","2:46","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","108","132","22","0","--","0:00","0.0","0:00","No","04:49.30","1","0.0","--","--","--","--","--","--","--","--","00:04:49.3","00:04:55.7","--","--"
Walking,2021-12-15 10:10:04,false,"Ubatuba Walking","0.14","30","00:06:10.3","91","108","--","24","113","45:32","9:55","--","--","1.48","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","06:10.29","1","0.0","--","--","--","--","--","--","--","--","00:04:47","00:06:10.3","5","12"
Running,2021-12-14 05:38:06,false,"Ubatuba Running","2.83","407","00:38:06","135","162","--","138","237","13:27","9:45","16","13","0.87","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","12:12.47","3","0.0","--","--","--","--","--","--","--","--","00:38:06","00:38:06","9","24"
Running,2021-12-05 09:55:56,false,"McKinney Running","3.63","557","00:52:16","135","170","--","135","231","14:24","9:22","121","95","0.83","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","10:09.18","4","0.0","--","--","--","--","--","--","--","--","00:52:12","00:52:16","723","772"
Running,2021-12-01 14:28:10,false,"McKinney Running","2.07","297","00:27:16","137","154","--","128","176","13:10","9:15","49","56","0.95","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:12.71","3","0.0","--","--","--","--","--","--","--","--","00:26:56","00:27:16","716","766"
Walking,2021-11-25 08:35:00,false,"McKinney Walking","3.08","430","00:45:50","130","173","--","124","241","14:53","8:51","89","102","0.87","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:14.91","4","0.0","--","--","--","--","--","--","--","--","00:45:48","00:45:50","713","773"
Walking,2021-11-10 14:29:32,false,"McKinney Walking","2.20","341","00:53:53","111","131","--","82","235","24:30","15:12","69","52","0.80","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","07:41.86","3","0.0","--","--","--","--","--","--","--","--","00:44:48","00:53:53","738","781"
Walking,2021-11-09 15:15:23,false,"McKinney Walking","2.14","293","00:36:24","120","137","--","111","163","16:59","9:59","62","56","0.85","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","03:47.77","3","0.0","--","--","--","--","--","--","--","--","00:35:44","00:36:24","729","770"
Running,2021-10-28 16:39:01,false,"McKinney - Cadence Drills","2.34","313","00:29:09","132","163","--","134","242","12:28","7:11","102","82","0.97","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:08.96","12","0.0","--","--","--","--","--","--","--","--","00:29:09","00:29:09","767","811"
Walking,2021-10-26 17:09:14,false,"McKinney Walking","0.74","115","00:22:39","87","117","--","69","130","30:29","18:47","23","23","0.76","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","22:39.08","1","0.0","--","--","--","--","--","--","--","--","00:17:52","00:22:39","802","825"
Running,2021-10-25 16:29:23,false,"McKinney - Cadence Drills","2.14","293","00:29:08","124","161","--","130","178","13:39","8:03","49","43","0.90","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:08.49","12","0.0","--","--","--","--","--","--","--","--","00:29:07","00:29:08","795","835"
Running,2021-10-20 16:34:39,false,"McKinney - Cadence Drills","2.16","307","00:29:01","135","161","--","131","245","13:25","7:55","26","26","0.91","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:01.36","12","0.0","--","--","--","--","--","--","--","--","00:29:01","00:29:01","744","772"
Running,2021-10-19 16:32:02,false,"McKinney - Cadence Drills","2.36","331","00:29:03","137","166","--","137","176","12:18","8:14","52","56","0.96","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:02.87","12","0.0","--","--","--","--","--","--","--","--","00:28:53","00:29:03","757","799"
Running,2021-10-15 16:17:12,false,"McKinney - Run Walk Run®","3.80","571","00:47:19","143","173","--","143","248","12:26","8:20","75","89","0.91","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:50.38","5","0.0","--","--","--","--","--","--","--","--","00:47:08","00:47:19","780","827"
Running,2021-10-12 10:14:59,false,"McKinney - Cadence Drills","2.05","279","00:29:04","131","161","--","119","188","14:12","7:42","30","43","0.95","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:03.82","12","0.0","--","--","--","--","--","--","--","--","00:29:03","00:29:04","749","791"
Stand Up Paddleboarding,2021-10-10 13:51:31,false,"Denton County SUP","0.37","182","00:29:38","108","135","--","--","--","--","15:05","--","--","0.00","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","415","0","0","0","--","0:00","0.0","0:00","No","29:37.66","1","0.0","--","--","--","--","--","--","--","--","00:07:44","00:29:38","--","--"
Running,2021-10-06 14:56:30,false,"McKinney - Cadence Drills","2.26","356","00:29:17","144","173","--","128","243","12:57","8:13","36","36","0.97","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:17.24","12","0.0","--","--","--","--","--","--","--","--","00:27:48","00:29:17","757","790"
Walking,2021-10-04 17:03:00,false,"McKinney Walking","1.07","197","00:34:43","109","130","--","61","196","32:24","16:31","20","20","1.33","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","05:37.35","2","0.0","--","--","--","--","--","--","--","--","00:24:22","00:34:43","797","818"
Running,2021-10-04 14:58:21,false,"McKinney - Cadence Drills","2.20","309","00:29:19","134","157","--","137","245","13:20","8:19","43","75","0.88","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:18.63","12","0.0","--","--","--","--","--","--","--","--","00:29:13","00:29:19","751","791"
Running,2021-09-29 16:25:55,false,"McKinney - Cadence Drills","1.97","271","00:29:03","128","151","--","126","235","14:47","9:27","20","43","0.87","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:02.79","12","0.0","--","--","--","--","--","--","--","--","00:29:02","00:29:03","749","783"
Walking,2021-09-29 16:23:10,false,"McKinney Walking","0.13","19","00:02:29.3","113","122","--","111","123","18:26","13:30","7","--","0.79","0.0","0.0","0","--","--","--","--","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:29.33","1","0.0","--","--","--","--","--","--","--","--","00:02:29","00:02:29.3","774","786"
Cycling,2021-09-25 16:12:31,false,"McKinney Cycling","14.91","705","00:51:09","161","180","--","--","--","17.5","35.3","259","400","0.00","0.0","0.0","0","--","78","107","--","--","0.0","--","0","0","0.0","0.0","3560","0","0","0","--","0:00","84.2","0:00","No","51:09.44","1","89.6","--","--","--","--","--","--","--","--","00:50:43","00:55:06","514","720"
